motif	category	term	side	ortholog	path	pathway
K02233_downstream.fna.motif.h1_4.h2_2.h1_5	High power (low covariation)	K02233	downstream	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	ko01100	NA
K02233_downstream.fna.motif.h1_4.h2_2.h1_5	High power (low covariation)	K02233	downstream	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	map01240	Biosynthesis of cofactors
K02233_downstream.fna.motif.h1_4.h2_2.h1_5	High power (low covariation)	K02233	downstream	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	ko01240	NA
K02294_downstream.fna.motif.h2_4	High covariation	K02294	downstream	crtR; beta-carotene hydroxylase [EC:1.14.13.-]	map00906	Carotenoid biosynthesis
K02294_downstream.fna.motif.h2_4	High covariation	K02294	downstream	crtR; beta-carotene hydroxylase [EC:1.14.13.-]	ko00906	NA
K02294_downstream.fna.motif.h2_4	High covariation	K02294	downstream	crtR; beta-carotene hydroxylase [EC:1.14.13.-]	map01100	Metabolic pathways
K02294_downstream.fna.motif.h2_4	High covariation	K02294	downstream	crtR; beta-carotene hydroxylase [EC:1.14.13.-]	ko01100	NA
K02294_downstream.fna.motif.h2_4	High covariation	K02294	downstream	crtR; beta-carotene hydroxylase [EC:1.14.13.-]	map01110	Biosynthesis of secondary metabolites
K02294_downstream.fna.motif.h2_4	High covariation	K02294	downstream	crtR; beta-carotene hydroxylase [EC:1.14.13.-]	ko01110	NA
K02313_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02313	downstream	dnaA; chromosomal replication initiator protein	map02020	Two-component system
K02313_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02313	downstream	dnaA; chromosomal replication initiator protein	ko02020	NA
K02313_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02313	downstream	dnaA; chromosomal replication initiator protein	map04112	Cell cycle - Caulobacter
K02313_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02313	downstream	dnaA; chromosomal replication initiator protein	ko04112	NA
K02337_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	map03030	DNA replication
K02337_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	ko03030	NA
K02337_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	map03430	Mismatch repair
K02337_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	ko03430	NA
K02337_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	map03440	Homologous recombination
K02337_downstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	ko03440	NA
K02337_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	map03030	DNA replication
K02337_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	ko03030	NA
K02337_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	map03430	Mismatch repair
K02337_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	ko03430	NA
K02337_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	map03440	Homologous recombination
K02337_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02337	downstream	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	ko03440	NA
K02341_downstream.fna.motif.h2_1.h2_2.h1_2	High power (low covariation)	K02341	downstream	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	map03030	DNA replication
K02341_downstream.fna.motif.h2_1.h2_2.h1_2	High power (low covariation)	K02341	downstream	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	ko03030	NA
K02341_downstream.fna.motif.h2_1.h2_2.h1_2	High power (low covariation)	K02341	downstream	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	map03430	Mismatch repair
K02341_downstream.fna.motif.h2_1.h2_2.h1_2	High power (low covariation)	K02341	downstream	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	ko03430	NA
K02341_downstream.fna.motif.h2_1.h2_2.h1_2	High power (low covariation)	K02341	downstream	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	map03440	Homologous recombination
K02341_downstream.fna.motif.h2_1.h2_2.h1_2	High power (low covariation)	K02341	downstream	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	ko03440	NA
K02356_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K02356	downstream	efp; elongation factor P	NA	NA
K02435_downstream.fna.motif.h2_2.h2_4.h1_3	Conserved sequence (low covariation and power)	K02435	downstream	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	map00970	Aminoacyl-tRNA biosynthesis
K02435_downstream.fna.motif.h2_2.h2_4.h1_3	Conserved sequence (low covariation and power)	K02435	downstream	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	ko00970	NA
K02435_downstream.fna.motif.h2_2.h2_4.h1_3	Conserved sequence (low covariation and power)	K02435	downstream	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	map01100	Metabolic pathways
K02435_downstream.fna.motif.h2_2.h2_4.h1_3	Conserved sequence (low covariation and power)	K02435	downstream	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	ko01100	NA
K02435_downstream.fna.motif.h1_5.h2_1	Conserved sequence (low covariation and power)	K02435	downstream	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	map00970	Aminoacyl-tRNA biosynthesis
K02435_downstream.fna.motif.h1_5.h2_1	Conserved sequence (low covariation and power)	K02435	downstream	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	ko00970	NA
K02435_downstream.fna.motif.h1_5.h2_1	Conserved sequence (low covariation and power)	K02435	downstream	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	map01100	Metabolic pathways
K02435_downstream.fna.motif.h1_5.h2_1	Conserved sequence (low covariation and power)	K02435	downstream	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	ko01100	NA
K02503_downstream.fna.motif.h1_2	High covariation	K02503	downstream	HINT1, hinT, hit; histidine triad (HIT) family protein	NA	NA
K02668_downstream.fna.motif.h1_5	High covariation	K02668	downstream	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	map02020	Two-component system
K02668_downstream.fna.motif.h1_5	High covariation	K02668	downstream	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	ko02020	NA
K02700_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02700	downstream	psaM; photosystem I subunit XII	map00195	Photosynthesis
K02700_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02700	downstream	psaM; photosystem I subunit XII	ko00195	NA
K02700_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02700	downstream	psaM; photosystem I subunit XII	map01100	Metabolic pathways
K02700_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02700	downstream	psaM; photosystem I subunit XII	ko01100	NA
K02700_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K02700	downstream	psaM; photosystem I subunit XII	map00195	Photosynthesis
K02700_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K02700	downstream	psaM; photosystem I subunit XII	ko00195	NA
K02700_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K02700	downstream	psaM; photosystem I subunit XII	map01100	Metabolic pathways
K02700_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K02700	downstream	psaM; photosystem I subunit XII	ko01100	NA
K02707_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02707	downstream	psbE; photosystem II cytochrome b559 subunit alpha	map00195	Photosynthesis
K02707_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02707	downstream	psbE; photosystem II cytochrome b559 subunit alpha	ko00195	NA
K02707_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02707	downstream	psbE; photosystem II cytochrome b559 subunit alpha	map01100	Metabolic pathways
K02707_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02707	downstream	psbE; photosystem II cytochrome b559 subunit alpha	ko01100	NA
K02707_downstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	K02707	downstream	psbE; photosystem II cytochrome b559 subunit alpha	map00195	Photosynthesis
K02707_downstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	K02707	downstream	psbE; photosystem II cytochrome b559 subunit alpha	ko00195	NA
K02707_downstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	K02707	downstream	psbE; photosystem II cytochrome b559 subunit alpha	map01100	Metabolic pathways
K02707_downstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	K02707	downstream	psbE; photosystem II cytochrome b559 subunit alpha	ko01100	NA
K02717_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02717	downstream	psbP; photosystem II oxygen-evolving enhancer protein 2	map00195	Photosynthesis
K02717_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02717	downstream	psbP; photosystem II oxygen-evolving enhancer protein 2	ko00195	NA
K02717_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02717	downstream	psbP; photosystem II oxygen-evolving enhancer protein 2	map01100	Metabolic pathways
K02717_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02717	downstream	psbP; photosystem II oxygen-evolving enhancer protein 2	ko01100	NA
K02835_downstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	K02835	downstream	prfA, MTRF1, MRF1; peptide chain release factor 1	NA	NA
K02860_downstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K02860	downstream	rimM; 16S rRNA processing protein RimM	NA	NA
K02860_downstream.fna.motif.h2_2.h2_3	Conserved sequence (low covariation and power)	K02860	downstream	rimM; 16S rRNA processing protein RimM	NA	NA
K02860_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K02860	downstream	rimM; 16S rRNA processing protein RimM	NA	NA
K02874_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02874	downstream	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14	map03010	Ribosome
K02874_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K02874	downstream	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14	ko03010	NA
K02874_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K02874	downstream	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14	map03010	Ribosome
K02874_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K02874	downstream	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14	ko03010	NA
K02967_downstream.fna.motif.h1_1	High covariation	K02967	downstream	RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2	map03010	Ribosome
K02967_downstream.fna.motif.h1_1	High covariation	K02967	downstream	RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2	ko03010	NA
K02990_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K02990	downstream	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	map03010	Ribosome
K02990_downstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K02990	downstream	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	ko03010	NA
K03075_downstream.fna.motif.h2_5	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map02024	Quorum sensing
K03075_downstream.fna.motif.h2_5	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko02024	NA
K03075_downstream.fna.motif.h2_5	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map03060	Protein export
K03075_downstream.fna.motif.h2_5	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko03060	NA
K03075_downstream.fna.motif.h2_5	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map03070	Bacterial secretion system
K03075_downstream.fna.motif.h2_5	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko03070	NA
K03075_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map02024	Quorum sensing
K03075_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko02024	NA
K03075_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map03060	Protein export
K03075_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko03060	NA
K03075_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map03070	Bacterial secretion system
K03075_downstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko03070	NA
K03075_downstream.fna.motif.h2_2.h2_3.h2_4	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map02024	Quorum sensing
K03075_downstream.fna.motif.h2_2.h2_3.h2_4	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko02024	NA
K03075_downstream.fna.motif.h2_2.h2_3.h2_4	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map03060	Protein export
K03075_downstream.fna.motif.h2_2.h2_3.h2_4	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko03060	NA
K03075_downstream.fna.motif.h2_2.h2_3.h2_4	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map03070	Bacterial secretion system
K03075_downstream.fna.motif.h2_2.h2_3.h2_4	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko03070	NA
K03075_downstream.fna.motif.h1_2.h1_3	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map02024	Quorum sensing
K03075_downstream.fna.motif.h1_2.h1_3	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko02024	NA
K03075_downstream.fna.motif.h1_2.h1_3	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map03060	Protein export
K03075_downstream.fna.motif.h1_2.h1_3	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko03060	NA
K03075_downstream.fna.motif.h1_2.h1_3	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	map03070	Bacterial secretion system
K03075_downstream.fna.motif.h1_2.h1_3	Conserved sequence (low covariation and power)	K03075	downstream	secG; preprotein translocase subunit SecG	ko03070	NA
K03100_downstream.fna.motif.h2_2	High power (low covariation)	K03100	downstream	lepB; signal peptidase I [EC:3.4.21.89]	map03060	Protein export
K03100_downstream.fna.motif.h2_2	High power (low covariation)	K03100	downstream	lepB; signal peptidase I [EC:3.4.21.89]	ko03060	NA
K03181_downstream.fna.motif.h1_3.h1_5.h1_1	Conserved sequence (low covariation and power)	K03181	downstream	ubiC; chorismate lyase [EC:4.1.3.40]	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
K03181_downstream.fna.motif.h1_3.h1_5.h1_1	Conserved sequence (low covariation and power)	K03181	downstream	ubiC; chorismate lyase [EC:4.1.3.40]	ko00130	NA
K03181_downstream.fna.motif.h1_3.h1_5.h1_1	Conserved sequence (low covariation and power)	K03181	downstream	ubiC; chorismate lyase [EC:4.1.3.40]	map01100	Metabolic pathways
K03181_downstream.fna.motif.h1_3.h1_5.h1_1	Conserved sequence (low covariation and power)	K03181	downstream	ubiC; chorismate lyase [EC:4.1.3.40]	ko01100	NA
K03181_downstream.fna.motif.h1_3.h1_5.h1_1	Conserved sequence (low covariation and power)	K03181	downstream	ubiC; chorismate lyase [EC:4.1.3.40]	map01110	Biosynthesis of secondary metabolites
K03181_downstream.fna.motif.h1_3.h1_5.h1_1	Conserved sequence (low covariation and power)	K03181	downstream	ubiC; chorismate lyase [EC:4.1.3.40]	ko01110	NA
K03181_downstream.fna.motif.h1_3.h1_5.h1_1	Conserved sequence (low covariation and power)	K03181	downstream	ubiC; chorismate lyase [EC:4.1.3.40]	map01240	Biosynthesis of cofactors
K03181_downstream.fna.motif.h1_3.h1_5.h1_1	Conserved sequence (low covariation and power)	K03181	downstream	ubiC; chorismate lyase [EC:4.1.3.40]	ko01240	NA
K03328_downstream.fna.motif.h1_2	High covariation	K03328	downstream	TC.PST; polysaccharide transporter, PST family	NA	NA
K03424_downstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K03424	downstream	tatD; TatD DNase family protein [EC:3.1.21.-]	NA	NA
K03428_downstream.fna.motif.h1_3.h2_1	Conserved sequence (low covariation and power)	K03428	downstream	bchM, chlM; magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]	map00860	Porphyrin metabolism
K03428_downstream.fna.motif.h1_3.h2_1	Conserved sequence (low covariation and power)	K03428	downstream	bchM, chlM; magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]	ko00860	NA
